ensembl_gene_id	chromosome_name	external_gene_name	transcript_count	description
ENSG00000179115	19	FARSA	10	phenylalanyl-tRNA synthetase, alpha subunit [Source:HGNC Symbol;Acc:3592]
ENSG00000179119	11	SPTY2D1	3	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:26818]
ENSG00000179134	19	SAMD4B	12	sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:25492]
ENSG00000179151	15	EDC3	18	enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:26114]
ENSG00000179152	3	TCAIM	12	T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:25241]
ENSG00000179163	1	FUCA1	1	fucosidase, alpha-L- 1, tissue [Source:HGNC Symbol;Acc:4006]
ENSG00000179172	1	HNRNPCL1	1	heterogeneous nuclear ribonucleoprotein C-like 1 [Source:HGNC Symbol;Acc:29295]
ENSG00000179178	1	TMEM125	4	transmembrane protein 125 [Source:HGNC Symbol;Acc:28275]
ENSG00000179195	12	ZNF664	14	zinc finger protein 664 [Source:HGNC Symbol;Acc:25406]
ENSG00000179218	19	CALR	7	calreticulin [Source:HGNC Symbol;Acc:1455]
ENSG00000179222	X	MAGED1	10	melanoma antigen family D, 1 [Source:HGNC Symbol;Acc:6813]
ENSG00000179241	11	LDLRAD3	6	low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:27046]
ENSG00000179242	20	CDH4	2	cadherin 4, type 1, R-cadherin (retinal) [Source:HGNC Symbol;Acc:1763]
ENSG00000179262	19	RAD23A	11	RAD23 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:9812]
ENSG00000179271	19	GADD45GIP1	1	growth arrest and DNA-damage-inducible, gamma interacting protein 1 [Source:HGNC Symbol;Acc:29996]
ENSG00000179295	12	PTPN11	4	protein tyrosine phosphatase, non-receptor type 11 [Source:HGNC Symbol;Acc:9644]
ENSG00000179299	4	NSUN7	7	NOP2/Sun domain family, member 7 [Source:HGNC Symbol;Acc:25857]
ENSG00000179304	X	FAM156B	8	family with sequence similarity 156, member B [Source:HGNC Symbol;Acc:31962]
ENSG00000179314	17	WSCD1	13	WSC domain containing 1 [Source:HGNC Symbol;Acc:29060]
ENSG00000179335	15	CLK3	29	CDC-like kinase 3 [Source:HGNC Symbol;Acc:2071]
ENSG00000179361	15	ARID3B	5	AT rich interactive domain 3B (BRIGHT-like) [Source:HGNC Symbol;Acc:14350]
ENSG00000179364	14	PACS2	15	phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:23794]
ENSG00000179387	4	ELMOD2	8	ELMO/CED-12 domain containing 2 [Source:HGNC Symbol;Acc:28111]
ENSG00000179403	1	VWA1	5	von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:30910]
ENSG00000179409	17	GEMIN4	7	gem (nuclear organelle) associated protein 4 [Source:HGNC Symbol;Acc:15717]
ENSG00000179431	11	FJX1	2	four jointed box 1 (Drosophila) [Source:HGNC Symbol;Acc:17166]
ENSG00000179454	14	KLHL28	7	kelch-like family member 28 [Source:HGNC Symbol;Acc:19741]
ENSG00000179456	1	ZBTB18	1	zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:13030]
ENSG00000179526	8	SHARPIN	10	SHANK-associated RH domain interactor [Source:HGNC Symbol;Acc:25321]
ENSG00000179542	X	SLITRK4	3	SLIT and NTRK-like family, member 4 [Source:HGNC Symbol;Acc:23502]
ENSG00000179562	7	GCC1	3	GRIP and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:19095]
ENSG00000179604	17	CDC42EP4	8	CDC42 effector protein (Rho GTPase binding) 4 [Source:HGNC Symbol;Acc:17147]
ENSG00000179632	8	MAF1	6	MAF1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24966]
ENSG00000179750	22	APOBEC3B	4	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B [Source:HGNC Symbol;Acc:17352]
ENSG00000179761	17	PIPOX	10	pipecolic acid oxidase [Source:HGNC Symbol;Acc:17804]
ENSG00000179820	19	MYADM	9	myeloid-associated differentiation marker [Source:HGNC Symbol;Acc:7544]
ENSG00000179833	2	SERTAD2	3	SERTA domain containing 2 [Source:HGNC Symbol;Acc:30784]
ENSG00000179837	3	RBM15B	1	RNA binding motif protein 15B [Source:HGNC Symbol;Acc:24303]
ENSG00000179862	1	CITED4	1	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4 [Source:HGNC Symbol;Acc:18696]
ENSG00000179886	8	TIGD5	2	tigger transposable element derived 5 [Source:HGNC Symbol;Acc:18336]
ENSG00000179889	16	PDXDC1	18	pyridoxal-dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:28995]
ENSG00000179909	19	ZNF154	3	zinc finger protein 154 [Source:HGNC Symbol;Acc:12939]
ENSG00000179912	12	R3HDM2	16	R3H domain containing 2 [Source:HGNC Symbol;Acc:29167]
ENSG00000179915	2	NRXN1	17	neurexin 1 [Source:HGNC Symbol;Acc:8008]
ENSG00000179918	16	SEPHS2	3	selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:19686]
ENSG00000179933	14	C14orf119	2	chromosome 14 open reading frame 119 [Source:HGNC Symbol;Acc:20270]
ENSG00000179941	12	BBS10	1	Bardet-Biedl syndrome 10 [Source:HGNC Symbol;Acc:26291]
ENSG00000179943	19	FIZ1	5	FLT3-interacting zinc finger 1 [Source:HGNC Symbol;Acc:25917]
ENSG00000179950	8	PUF60	22	poly-U binding splicing factor 60KDa [Source:HGNC Symbol;Acc:17042]
ENSG00000179958	16	DCTPP1	5	dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:28777]
ENSG00000179965	16	ZNF771	4	zinc finger protein 771 [Source:HGNC Symbol;Acc:29653]
ENSG00000179979	4	CRIPAK	1	cysteine-rich PAK1 inhibitor [Source:HGNC Symbol;Acc:26619]
ENSG00000179988	10	PSTK	9	phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:28578]
ENSG00000180008	14	SOCS4	4	suppressor of cytokine signaling 4 [Source:HGNC Symbol;Acc:19392]
ENSG00000180035	16	ZNF48	4	zinc finger protein 48 [Source:HGNC Symbol;Acc:13114]
ENSG00000180071	9	ANKRD18A	5	ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:23643]
ENSG00000180098	1	TRNAU1AP	10	tRNA selenocysteine 1 associated protein 1 [Source:HGNC Symbol;Acc:30813]
ENSG00000180104	5	EXOC3	10	exocyst complex component 3 [Source:HGNC Symbol;Acc:30378]
ENSG00000180138	13	CSNK1A1L	1	casein kinase 1, alpha 1-like [Source:HGNC Symbol;Acc:20289]
ENSG00000180182	X	MED14	9	mediator complex subunit 14 [Source:HGNC Symbol;Acc:2370]
ENSG00000180185	16	FAHD1	3	fumarylacetoacetate hydrolase domain containing 1 [Source:HGNC Symbol;Acc:14169]
ENSG00000180190	8	TDRP	4	testis development related protein [Source:HGNC Symbol;Acc:26951]
ENSG00000180198	1	RCC1	12	regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:1913]
ENSG00000180228	2	PRKRA	13	protein kinase, interferon-inducible double stranded RNA dependent activator [Source:HGNC Symbol;Acc:9438]
ENSG00000180233	7	ZNRF2	4	zinc and ring finger 2 [Source:HGNC Symbol;Acc:22316]
ENSG00000180257	19	ZNF816	10	zinc finger protein 816 [Source:HGNC Symbol;Acc:26995]
ENSG00000180263	12	FGD6	7	FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:21740]
ENSG00000180304	15	OAZ2	9	ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:8096]
ENSG00000180329	17	CCDC43	5	coiled-coil domain containing 43 [Source:HGNC Symbol;Acc:26472]
ENSG00000180336	17	C17orf104	8	chromosome 17 open reading frame 104 [Source:HGNC Symbol;Acc:26670]
ENSG00000180340	17	FZD2	1	frizzled family receptor 2 [Source:HGNC Symbol;Acc:4040]
ENSG00000180346	4	TIGD2	1	tigger transposable element derived 2 [Source:HGNC Symbol;Acc:18333]
ENSG00000180354	7	MTURN	6	maturin, neural progenitor differentiation regulator homolog (Xenopus) [Source:HGNC Symbol;Acc:25457]
ENSG00000180357	15	ZNF609	4	zinc finger protein 609 [Source:HGNC Symbol;Acc:29003]
ENSG00000180370	3	PAK2	3	p21 protein (Cdc42/Rac)-activated kinase 2 [Source:HGNC Symbol;Acc:8591]
ENSG00000180376	3	CCDC66	24	coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:27709]
ENSG00000180389	13	ATP5EP2	1	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2 [Source:HGNC Symbol;Acc:34026]
ENSG00000180398	2	MCFD2	17	multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:18451]
ENSG00000180447	9	GAS1	1	growth arrest-specific 1 [Source:HGNC Symbol;Acc:4165]
ENSG00000180448	19	HMHA1	17	histocompatibility (minor) HA-1 [Source:HGNC Symbol;Acc:17102]
ENSG00000180488	1	FAM73A	4	family with sequence similarity 73, member A [Source:HGNC Symbol;Acc:24741]
ENSG00000180530	21	NRIP1	4	nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:8001]
ENSG00000180537	6	RNF182	8	ring finger protein 182 [Source:HGNC Symbol;Acc:28522]
ENSG00000180573	6	HIST1H2AC	3	histone cluster 1, H2ac [Source:HGNC Symbol;Acc:4733]
ENSG00000180574	12	EIF2S3L	2	Putative eukaryotic translation initiation factor 2 subunit 3-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q2VIR3]
ENSG00000180592	10	SKIDA1	3	SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:32697]
ENSG00000180596	6	HIST1H2BC	2	histone cluster 1, H2bc [Source:HGNC Symbol;Acc:4757]
ENSG00000180611	3	MB21D2	1	Mab-21 domain containing 2 [Source:HGNC Symbol;Acc:30438]
ENSG00000180626	17	ZNF594	3	zinc finger protein 594 [Source:HGNC Symbol;Acc:29392]
ENSG00000180628	10	PCGF5	5	polycomb group ring finger 5 [Source:HGNC Symbol;Acc:28264]
ENSG00000180667	1	YOD1	3	YOD1 deubiquitinase [Source:HGNC Symbol;Acc:25035]
ENSG00000180694	8	TMEM64	7	transmembrane protein 64 [Source:HGNC Symbol;Acc:25441]
ENSG00000180730	13	SHISA2	1	shisa family member 2 [Source:HGNC Symbol;Acc:20366]
ENSG00000180773	11	SLC36A4	7	solute carrier family 36 (proton/amino acid symporter), member 4 [Source:HGNC Symbol;Acc:19660]
ENSG00000180801	4	ARSJ	4	arylsulfatase family, member J [Source:HGNC Symbol;Acc:26286]
ENSG00000180817	10	PPA1	6	pyrophosphatase (inorganic) 1 [Source:HGNC Symbol;Acc:9226]
ENSG00000180822	6	PSMG4	10	proteasome (prosome, macropain) assembly chaperone 4 [Source:HGNC Symbol;Acc:21108]
ENSG00000180855	19	ZNF443	2	zinc finger protein 443 [Source:HGNC Symbol;Acc:20878]
ENSG00000180879	X	SSR4	12	signal sequence receptor, delta [Source:HGNC Symbol;Acc:11326]
ENSG00000180900	8	SCRIB	8	scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:30377]
ENSG00000180901	17	KCTD2	9	potassium channel tetramerization domain containing 2 [Source:HGNC Symbol;Acc:21294]
ENSG00000180902	2	D2HGDH	18	D-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:28358]
ENSG00000180914	3	OXTR	4	oxytocin receptor [Source:HGNC Symbol;Acc:8529]
ENSG00000180917	16	CMTR2	8	cap methyltransferase 2 [Source:HGNC Symbol;Acc:25635]
ENSG00000180921	8	FAM83H	2	family with sequence similarity 83, member H [Source:HGNC Symbol;Acc:24797]
ENSG00000180953	15	ST20	3	suppressor of tumorigenicity 20 [Source:HGNC Symbol;Acc:33520]
ENSG00000180957	22	PITPNB	10	phosphatidylinositol transfer protein, beta [Source:HGNC Symbol;Acc:9002]
ENSG00000180964	X	TCEAL8	3	transcription elongation factor A (SII)-like 8 [Source:HGNC Symbol;Acc:28683]
ENSG00000180979	15	LRRC57	6	leucine rich repeat containing 57 [Source:HGNC Symbol;Acc:26719]
ENSG00000180992	6	MRPL14	1	mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:14279]
ENSG00000180998	14	GPR137C	4	G protein-coupled receptor 137C [Source:HGNC Symbol;Acc:25445]
ENSG00000181004	4	BBS12	3	Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:26648]
ENSG00000181007	19	ZFP82	4	ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:28682]
ENSG00000181019	16	NQO1	7	NAD(P)H dehydrogenase, quinone 1 [Source:HGNC Symbol;Acc:2874]
ENSG00000181026	15	AEN	7	apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:25722]
ENSG00000181027	19	FKRP	27	fukutin related protein [Source:HGNC Symbol;Acc:17997]
ENSG00000181029	19	TRAPPC5	4	trafficking protein particle complex 5 [Source:HGNC Symbol;Acc:23067]
ENSG00000181038	17	METTL23	14	methyltransferase like 23 [Source:HGNC Symbol;Acc:26988]
ENSG00000181045	17	SLC26A11	17	solute carrier family 26 (anion exchanger), member 11 [Source:HGNC Symbol;Acc:14471]
ENSG00000181061	3	HIGD1A	6	HIG1 hypoxia inducible domain family, member 1A [Source:HGNC Symbol;Acc:29527]
ENSG00000181090	9	EHMT1	19	euchromatic histone-lysine N-methyltransferase 1 [Source:HGNC Symbol;Acc:24650]
ENSG00000181104	5	F2R	2	coagulation factor II (thrombin) receptor [Source:HGNC Symbol;Acc:3537]
ENSG00000181191	X	PJA1	7	praja ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:16648]
ENSG00000181192	10	DHTKD1	6	dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:23537]
ENSG00000181218	1	HIST3H2A	1	histone cluster 3, H2a [Source:HGNC Symbol;Acc:20507]
ENSG00000181220	7	ZNF746	4	zinc finger protein 746 [Source:HGNC Symbol;Acc:21948]
ENSG00000181222	17	POLR2A	9	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa [Source:HGNC Symbol;Acc:9187]
ENSG00000181264	11	TMEM136	5	transmembrane protein 136 [Source:HGNC Symbol;Acc:28280]
ENSG00000181274	10	FRAT2	1	frequently rearranged in advanced T-cell lymphomas 2 [Source:HGNC Symbol;Acc:16048]
ENSG00000181315	6	ZNF322	5	zinc finger protein 322 [Source:HGNC Symbol;Acc:23640]
ENSG00000181350	17	FAM211A	3	family with sequence similarity 211, member A [Source:HGNC Symbol;Acc:32403]
ENSG00000181392	19	SYNE4	7	spectrin repeat containing, nuclear envelope family member 4 [Source:HGNC Symbol;Acc:26703]
ENSG00000181396	17	OGFOD3	12	2-oxoglutarate and iron-dependent oxygenase domain containing 3 [Source:HGNC Symbol;Acc:26174]
ENSG00000181449	3	SOX2	2	SRY (sex determining region Y)-box 2 [Source:HGNC Symbol;Acc:11195]
ENSG00000181450	1	ZNF678	6	zinc finger protein 678 [Source:HGNC Symbol;Acc:28652]
ENSG00000181458	3	TMEM45A	7	transmembrane protein 45A [Source:HGNC Symbol;Acc:25480]
ENSG00000181467	3	RAP2B	1	RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:9862]
ENSG00000181472	6	ZBTB2	1	zinc finger and BTB domain containing 2 [Source:HGNC Symbol;Acc:20868]
ENSG00000181481	17	RNF135	7	ring finger protein 135 [Source:HGNC Symbol;Acc:21158]
ENSG00000181544	X	FANCB	4	Fanconi anemia, complementation group B [Source:HGNC Symbol;Acc:3583]
ENSG00000181555	3	SETD2	8	SET domain containing 2 [Source:HGNC Symbol;Acc:18420]
ENSG00000181588	19	MEX3D	3	mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:16734]
ENSG00000181610	17	MRPS23	4	mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:14509]
ENSG00000181666	19	HKR1	27	HKR1, GLI-Kruppel zinc finger family member [Source:HGNC Symbol;Acc:4928]
ENSG00000181690	8	PLAG1	5	pleiomorphic adenoma gene 1 [Source:HGNC Symbol;Acc:9045]
ENSG00000181704	X	YIPF6	7	Yip1 domain family, member 6 [Source:HGNC Symbol;Acc:28304]
ENSG00000181744	3	C3orf58	7	chromosome 3 open reading frame 58 [Source:HGNC Symbol;Acc:28490]
ENSG00000181751	5	C5orf30	3	chromosome 5 open reading frame 30 [Source:HGNC Symbol;Acc:25052]
ENSG00000181788	3	SIAH2	3	siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:10858]
ENSG00000181789	3	COPG1	10	coatomer protein complex, subunit gamma 1 [Source:HGNC Symbol;Acc:2236]
ENSG00000181790	8	BAI1	5	brain-specific angiogenesis inhibitor 1 [Source:HGNC Symbol;Acc:943]
ENSG00000181817	1	LSM10	3	LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:17562]
ENSG00000181827	15	RFX7	6	regulatory factor X, 7 [Source:HGNC Symbol;Acc:25777]
ENSG00000181830	11	SLC35C1	5	solute carrier family 35 (GDP-fucose transporter), member C1 [Source:HGNC Symbol;Acc:20197]
ENSG00000181852	12	RNF41	11	ring finger protein 41 [Source:HGNC Symbol;Acc:18401]
ENSG00000181873	1	IBA57	3	IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:27302]
ENSG00000181885	17	CLDN7	8	claudin 7 [Source:HGNC Symbol;Acc:2049]
ENSG00000181894	19	ZNF329	5	zinc finger protein 329 [Source:HGNC Symbol;Acc:14209]
ENSG00000181896	19	ZNF101	8	zinc finger protein 101 [Source:HGNC Symbol;Acc:12881]
ENSG00000181904	5	C5orf24	6	chromosome 5 open reading frame 24 [Source:HGNC Symbol;Acc:26746]
ENSG00000181915	10	ADO	1	2-aminoethanethiol (cysteamine) dioxygenase [Source:HGNC Symbol;Acc:23506]
ENSG00000181924	11	COA4	6	cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24604]
ENSG00000181929	12	PRKAG1	21	protein kinase, AMP-activated, gamma 1 non-catalytic subunit [Source:HGNC Symbol;Acc:9385]
ENSG00000181938	16	GINS3	10	GINS complex subunit 3 (Psf3 homolog) [Source:HGNC Symbol;Acc:25851]
ENSG00000181991	15	MRPS11	11	mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:14050]
ENSG00000182004	1	SNRPE	6	small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:11161]
ENSG00000182010	10	RTKN2	4	rhotekin 2 [Source:HGNC Symbol;Acc:19364]
ENSG00000182013	19	PNMAL1	3	paraneoplastic Ma antigen family-like 1 [Source:HGNC Symbol;Acc:25578]
ENSG00000182022	10	CHST15	5	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15 [Source:HGNC Symbol;Acc:18137]
ENSG00000182050	12	MGAT4C	12	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative) [Source:HGNC Symbol;Acc:30871]
ENSG00000182054	15	IDH2	5	isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:HGNC Symbol;Acc:5383]
ENSG00000182087	19	TMEM259	15	transmembrane protein 259 [Source:HGNC Symbol;Acc:17039]
ENSG00000182093	21	WRB	14	tryptophan rich basic protein [Source:HGNC Symbol;Acc:12790]
ENSG00000182107	14	TMEM30B	4	transmembrane protein 30B [Source:HGNC Symbol;Acc:27254]
ENSG00000182117	15	NOP10	2	NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:14378]
ENSG00000182134	1	TDRKH	15	tudor and KH domain containing [Source:HGNC Symbol;Acc:11713]
ENSG00000182141	19	ZNF708	4	zinc finger protein 708 [Source:HGNC Symbol;Acc:12945]
ENSG00000182149	16	IST1	26	increased sodium tolerance 1 homolog (yeast) [Source:HGNC Symbol;Acc:28977]
ENSG00000182150	9	ERCC6L2	10	excision repair cross-complementing rodent repair deficiency, complementation group 6-like 2 [Source:HGNC Symbol;Acc:26922]
ENSG00000182154	9	MRPL41	1	mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:14492]
ENSG00000182158	7	CREB3L2	6	cAMP responsive element binding protein 3-like 2 [Source:HGNC Symbol;Acc:23720]
ENSG00000182173	17	TSEN54	11	TSEN54 tRNA splicing endonuclease subunit [Source:HGNC Symbol;Acc:27561]
ENSG00000182175	15	RGMA	14	repulsive guidance molecule family member a [Source:HGNC Symbol;Acc:30308]
ENSG00000182180	10	MRPS16	6	mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:14048]
ENSG00000182185	14	RAD51B	24	RAD51 paralog B [Source:HGNC Symbol;Acc:9822]
ENSG00000182195	X	LDOC1	2	leucine zipper, down-regulated in cancer 1 [Source:HGNC Symbol;Acc:6548]
ENSG00000182196	12	ARL6IP4	20	ADP-ribosylation-like factor 6 interacting protein 4 [Source:HGNC Symbol;Acc:18076]
ENSG00000182197	8	EXT1	3	exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:3512]
ENSG00000182199	12	SHMT2	36	serine hydroxymethyltransferase 2 (mitochondrial) [Source:HGNC Symbol;Acc:10852]
ENSG00000182208	11	MOB2	6	MOB kinase activator 2 [Source:HGNC Symbol;Acc:24904]
ENSG00000182217	1	HIST2H4B	3	histone cluster 2, H4b [Source:HGNC Symbol;Acc:29607]
ENSG00000182220	X	ATP6AP2	10	ATPase, H+ transporting, lysosomal accessory protein 2 [Source:HGNC Symbol;Acc:18305]
ENSG00000182224	17	CYB5D1	6	cytochrome b5 domain containing 1 [Source:HGNC Symbol;Acc:26516]
ENSG00000182240	21	BACE2	10	beta-site APP-cleaving enzyme 2 [Source:HGNC Symbol;Acc:934]
ENSG00000182247	3	UBE2E2	5	ubiquitin-conjugating enzyme E2E 2 [Source:HGNC Symbol;Acc:12478]
ENSG00000182263	2	FIGN	3	fidgetin [Source:HGNC Symbol;Acc:13285]
ENSG00000182272	11	B4GALNT4	5	beta-1,4-N-acetyl-galactosaminyl transferase 4 [Source:HGNC Symbol;Acc:26315]
ENSG00000182287	X	AP1S2	7	adaptor-related protein complex 1, sigma 2 subunit [Source:HGNC Symbol;Acc:560]
ENSG00000182307	8	C8orf33	5	chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:26104]
ENSG00000182319	8	SGK223	2	Tyrosine-protein kinase SgK223  [Source:UniProtKB/Swiss-Prot;Acc:Q86YV5]
ENSG00000182325	8	FBXL6	9	F-box and leucine-rich repeat protein 6 [Source:HGNC Symbol;Acc:13603]
ENSG00000182326	12	C1S	20	complement component 1, s subcomponent [Source:HGNC Symbol;Acc:1247]
ENSG00000182359	11	KBTBD3	7	kelch repeat and BTB (POZ) domain containing 3 [Source:HGNC Symbol;Acc:22934]
ENSG00000182362	21	YBEY	8	ybeY metallopeptidase (putative) [Source:HGNC Symbol;Acc:1299]
ENSG00000182372	8	CLN8	7	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation) [Source:HGNC Symbol;Acc:2079]
ENSG00000182378	X	PLCXD1	11	phosphatidylinositol-specific phospholipase C, X domain containing 1 [Source:HGNC Symbol;Acc:23148]
ENSG00000182389	2	CACNB4	10	calcium channel, voltage-dependent, beta 4 subunit [Source:HGNC Symbol;Acc:1404]
ENSG00000182400	14	TRAPPC6B	7	trafficking protein particle complex 6B [Source:HGNC Symbol;Acc:23066]
ENSG00000182446	17	NPLOC4	21	nuclear protein localization 4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:18261]
ENSG00000182473	17	EXOC7	20	exocyst complex component 7 [Source:HGNC Symbol;Acc:23214]
ENSG00000182481	17	KPNA2	7	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) [Source:HGNC Symbol;Acc:6395]
ENSG00000182500	12	ORAI1	2	ORAI calcium release-activated calcium modulator 1 [Source:HGNC Symbol;Acc:25896]
ENSG00000182504	3	CEP97	7	centrosomal protein 97kDa [Source:HGNC Symbol;Acc:26244]
ENSG00000182512	14	GLRX5	3	glutaredoxin 5 [Source:HGNC Symbol;Acc:20134]
ENSG00000182518	X	FAM104B	7	family with sequence similarity 104, member B [Source:HGNC Symbol;Acc:25085]
ENSG00000182534	17	MXRA7	7	matrix-remodelling associated 7 [Source:HGNC Symbol;Acc:7541]
ENSG00000182541	22	LIMK2	10	LIM domain kinase 2 [Source:HGNC Symbol;Acc:6614]
ENSG00000182544	12	MFSD5	5	major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:28156]
ENSG00000182551	2	ADI1	3	acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:30576]
ENSG00000182552	4	RWDD4	7	RWD domain containing 4 [Source:HGNC Symbol;Acc:23750]
ENSG00000182568	3	SATB1	18	SATB homeobox 1 [Source:HGNC Symbol;Acc:10541]
ENSG00000182572	6	HIST1H3I	1	histone cluster 1, H3i [Source:HGNC Symbol;Acc:4771]
ENSG00000182606	3	TRAK1	9	trafficking protein, kinesin binding 1 [Source:HGNC Symbol;Acc:29947]
ENSG00000182628	17	SKA2	10	spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:28006]
ENSG00000182636	15	NDN	1	necdin, melanoma antigen (MAGE) family member [Source:HGNC Symbol;Acc:7675]
ENSG00000182646	X	FAM156A	20	family with sequence similarity 156, member A [Source:HGNC Symbol;Acc:30114]
ENSG00000182667	11	NTM	22	neurotrimin [Source:HGNC Symbol;Acc:17941]
ENSG00000182670	21	TTC3	25	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:12393]
ENSG00000182704	11	TSKU	4	tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:28850]
ENSG00000182718	15	ANXA2	38	annexin A2 [Source:HGNC Symbol;Acc:537]
ENSG00000182768	15	NGRN	2	neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:18077]
ENSG00000182774	15	RPS17L	10	ribosomal protein S17-like [Source:HGNC Symbol;Acc:40029]
ENSG00000182810	16	DDX28	1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28 [Source:HGNC Symbol;Acc:17330]
ENSG00000182827	1	ACBD3	2	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:15453]
ENSG00000182831	16	C16orf72	1	chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:30103]
ENSG00000182858	22	ALG12	3	ALG12, alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:19358]
ENSG00000182866	1	LCK	13	lymphocyte-specific protein tyrosine kinase [Source:HGNC Symbol;Acc:6524]
ENSG00000182871	21	COL18A1	7	collagen, type XVIII, alpha 1 [Source:HGNC Symbol;Acc:2195]
ENSG00000182872	X	RBM10	5	RNA binding motif protein 10 [Source:HGNC Symbol;Acc:9896]
ENSG00000182890	X	GLUD2	1	glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:4336]
ENSG00000182899	3	RPL35A	9	ribosomal protein L35a [Source:HGNC Symbol;Acc:10345]
ENSG00000182903	4	ZNF721	6	zinc finger protein 721 [Source:HGNC Symbol;Acc:29425]
ENSG00000182916	X	TCEAL7	2	transcription elongation factor A (SII)-like 7 [Source:HGNC Symbol;Acc:28336]
ENSG00000182919	11	C11orf54	14	chromosome 11 open reading frame 54 [Source:HGNC Symbol;Acc:30204]
ENSG00000182923	3	CEP63	15	centrosomal protein 63kDa [Source:HGNC Symbol;Acc:25815]
ENSG00000182934	11	SRPR	7	signal recognition particle receptor (docking protein) [Source:HGNC Symbol;Acc:11307]
ENSG00000182944	22	EWSR1	21	EWS RNA-binding protein 1 [Source:HGNC Symbol;Acc:3508]
